Index	Metal center 	Complex AH	pKa	solvent	reference base	DOI	DOI2	DOI3	page number	Temperature (K)	Comments	Index	SMILES (A)	SMILES(AH)
119	Re	H7Re(PPh3)2	30	THF	FeH(Cp)(CO)2	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ja994428d		"8598 	 9161"	298		119	[ReH3].P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.[H]	[ReH2](P(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1.[H].[H].[H].[H]
120	Re	H4Re(NO)(PiPr3)2	38	THF	OsH4(CO)(PiPr3)2	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ja994428d		"8598 	 9161"	298		120	[ReH2](P(C(C)C)(C(C)C)C(C)C)(P(C(C)C)(C(C)C)C(C)C)[N][O].[H]	[ReH4](P(C(C)C)(C(C)C)C(C)C)[N][O].P(C(C)C)(C(C)C)C(C)C
121	Re	H5Re(PMePh2)3	40	THF	Z[NPh2]	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ja994428d		"8598 	 9161"	298		121	[ReH4](P(C)(c1ccccc1)c1ccccc1)P(C)(c1ccccc1)c1ccccc1.P(C)(c1ccccc1)c1ccccc1	[ReH5]P(C)(c1ccccc1)c1ccccc1.P(C)(c1ccccc1)c1ccccc1.P(C)(c1ccccc1)c1ccccc1
122	Re	H7Re(PCy3)2	41	THF	Z[NPh2]	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ja994428d		"8598 	 9161"	298		122	[ReH6].P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1	[ReH6].P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.[H]
123	Re	H8Re2(PMePh2)4	33 ± 4	THF	Z[PO(OEt)2NPh]	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ic010041b		"8598 	 2418"	298		123	[ReH]([Re@@H](P(C)(c1ccccc1)c1ccccc1)P(C)(c1ccccc1)c1ccccc1)([P@H](C)c1ccccc1)(P(C)(c1ccccc1)c1ccccc1)c1ccccc1.[H].[H]	[Re]#[Re].P(C)(c1ccccc1)c1ccccc1.P(C)(c1ccccc1)c1ccccc1.P(C)(c1ccccc1)c1ccccc1.P(C)(c1ccccc1)c1ccccc1.[H].[H].[H].[H]
124	Fe	[(H2)Fe(CO)(dppe)2]+2	<-5	CH2Cl2	CF3SO3H	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ic990876a 	https://doi.org/10.1039/A700885F	"8605 	 6063 "	298		124	[FeH]12([C][O])(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)P(CCP2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	[FeH2]1([C][O])(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
125	Os	[(H2)Os(CO)(dppp)2]+2	-5.7	CD2Cl2	CF3SO3H	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://pubs.acs.org/doi/abs/10.1021/ic9605579		"8605 	 714"	298	Regarded as rough estimations due to instability at room temperature	125	[OsH]12(P(CCCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(P(CCCP2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)[C][O]	[OsH].P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.[C]=O.[H]
126	Ru	[(H2)Ru(CO)(dppp)2]+2	-6	CD2Cl2	CF3SO3H	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://pubs.acs.org/doi/abs/10.1021/ic9605579		"8605 	 714"	298	Regarded as rough estimations due to instability at room temperature	126	P1(CCCP(c2ccccc2)(c2ccccc2)[RuH]21(P(CCCP2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)[C][O])(c1ccccc1)c1ccccc1	P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.[C]=O.[RuH].[H]
127	Os	[(H2)Os(Cl)(dppp)2]+	12.5	CH2Cl2	triethylamine	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://pubs.acs.org/doi/abs/10.1021/ic9605579		"8605 	 714"	298		127	P1(CCCP(c2ccccc2)(c2ccccc2)[OsH]21(P(CCCP2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)Cl)(c1ccccc1)c1ccccc1	P1(CCCP(c2ccccc2)(c2ccccc2)[OsH2]1(P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)Cl)(c1ccccc1)c1ccccc1
128	Ru	[(H2)Ru(Cl)(dppp)2]+	4.4	CH2Cl2	PPh3	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://pubs.acs.org/doi/abs/10.1021/ic9605579		"8605 	 714"	298		128	P1(CCCP(c2ccccc2)(c2ccccc2)[RuH]21(P(CCCP2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)Cl)(c1ccccc1)c1ccccc1	P1(CCCP(c2ccccc2)(c2ccccc2)[RuH2]1(P(CCCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)Cl)(c1ccccc1)c1ccccc1
129	Ru	[(H2)Ru(CNH)(dppe)2]+2	-5	CH2Cl2	CF3SO3H	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1039/A906717E		"8605 	 4480"	298		129	[RuH]12(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(P(CCP2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)[C][NH]	[RuH].P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.P(CCP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.[C][NH].[H]
130	Ru	[(H2)Ru(CO)(PPh3)(tacn)]+2	-1.3	CH2Cl2	Et2O	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1002/chem.200601484	https://doi.org/10.1021/om9710374	"8605 	 3802 	 2056"	T = 193 K		130	[RuH]1([N@H]2CC[N@@H]1CCNCC2)([C][O])P(c1ccccc1)(c1ccccc1)c1ccccc1	[RuH].N1CCNCCNCC1.[C]=O.P(c1ccccc1)(c1ccccc1)c1ccccc1.[H]
131	Os	[(H2)Os(CO)(PMePh2)2(bpy)]+2	-5	CD2Cl2	CF3SO3H	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ic970975t		"8605 	 130"	298		131	[OsH]1(N2C=CCC=C2C2=CCC=CN12)(P(C)(c1ccccc1)c1ccccc1)(P(C)(c1ccccc1)c1ccccc1)[C][O]	[OsH].n1ccccc1c1ncccc1.P(C)(c1ccccc1)c1ccccc1.P(C)(c1ccccc1)c1ccccc1.[C]=O.[H]
132	Os	[(H2)Os(CO)(PPh3)2(bpy)]+2	-5	CD2Cl2	CF3SO3H	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ic970975t		"8605 	 130"	298		132	[OsH]1(N2C=CCC=C2C2=CCC=CN12)(P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)[C][O]	[OsH].n1ccccc1c1ncccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.[C]=O.[H]
133	Os	[(H2)Os(CO)(PPh3)2(phen)]+2	-5	CD2Cl2	CF3SO3H	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ic970975t		"8605 	 130"	298		133	[OsH]1(P(c2ccccc2)(c2ccccc2)c2ccccc2)(P(c2ccccc2)(c2ccccc2)c2ccccc2)([C][O])n2c3c4c(ccc3ccc2)cccn14	[OsH].P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.[C]=O.c12c3c(cccn3)ccc1cccn2.[H]
134	Ru	[(H2)Ru(CO)(PPh3)2(bpy)]+2	-5	CD2Cl2	CF3SO3H	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ic970975t		"8605 	 130"	298		134	N12C=CCC=C1C1=CCC=CN1[RuH]2(P(c1ccccc1)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)[C][O]	N12C=CCC=C1C1=CCC=CN1[RuH2]2(P(c1ccccc1)(c1ccccc1)c1ccccc1)[C][O].P(c1ccccc1)(c1ccccc1)c1ccccc1
135	Ru	[(H2)Ru(CO)(PPh3)(HBPz3)]+	-0.6	CH2Cl2	[RuH(CO)(PPh3)(tacn)]+	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1002/chem.200601484	https://doi.org/10.1021/om9710374	"8605 	 3802 	 2056"	T = 193 K	HBPz3 = hydrotris-(pyrazolyl)borato	135	[RuH]12(N3C=CCN3[B@@H](N3N1C=CC3)N1N2C=CC1)([C][O])P(c1ccccc1)(c1ccccc1)c1ccccc1	[RuH2]12(N3C=CCN3[B@@H](N3N1C=CC3)N1N2C=CC1)[C][O].P(c1ccccc1)(c1ccccc1)c1ccccc1
136	Fe	[HFe(CO)3(Ptol3)2]+	"-1.2 	 0.74 	 1.2"	CD2Cl2	"[Fe(CO)3(PCyPh2)2] 	 [Fe(CO)3{PPh2(tol)2}] 	 [Fe(CO)3(PPh3)2]"	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1002/chem.200601484		"8605 	 3798"	298		136	[C]([O])[Fe]([C][O])([C][O])(P(c1ccc(cc1)C)(c1ccc(cc1)C)c1ccc(cc1)C)P(c1ccc(cc1)C)(c1ccc(cc1)C)c1ccc(cc1)C	[C]([O])[FeH]([C][O])([C][O])(P(c1ccc(cc1)C)(c1ccc(cc1)C)c1ccc(cc1)C)P(c1ccc(cc1)C)(c1ccc(cc1)C)c1ccc(cc1)C
137	Fe	[HFe(CO)3(PPh3)2]+	"0.43 	 2.3"	CD2Cl2	"[Fe(CO)3{PPh2(tol)2}] 	 [Fe(CO)3{P(p-FC6H5)3}2"	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1002/chem.200601484		"8605 	 3798"	298		137	[C]([O])[Fe]([C][O])([C][O])(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1	[C]([O])[FeH]([C][O])([C][O])(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1
138	Fe	[HFe(CO)3(PPh3)2]+	-0.6	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ja410718r 	https://doi.org/10.1021/ja9441930	"8598 	 1951 	 937"	298		138	[C]([O])[Fe]([C][O])([C][O])(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1	[C]([O])[FeH]([C][O])([C][O])(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1
139	Fe	[HFe(CO)3(PPh2Cy)2]+	"1.2 	 1.5"	CD2Cl2	"[Fe(CO)3(PCy3)2] 	 PPh3"	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1002/chem.200601484		"8598 	 3798"	298		139	[C]([O])[Fe]([C][O])([C][O])(P(c1ccccc1)(c1ccccc1)C1CCCCC1)P(c1ccccc1)(c1ccccc1)C1CCCCC1	[C]([O])[FeH]([C][O])([C][O])(P(c1ccccc1)(c1ccccc1)C1CCCCC1)P(c1ccccc1)(c1ccccc1)C1CCCCC1
140	Fe	[HFe(CO)3(dppp)]+	2	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ja410718r 	https://doi.org/10.1021/ja9441930	"8598 	 1951 	 937"	298		140	[Fe]1(P(CCCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)([C][O])([C][O])[C][O]	[FeH]1(P(CCCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)([C][O])([C][O])[C][O]
141	Fe	[HFe(CO)3(dppm)]+	3.6	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1021/ja410718r 	https://doi.org/10.1021/ja9441930	"8598 	 1951 	 937"	298		141	[Fe]1(P(CP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)([C][O])([C][O])[C][O]	[FeH]1(P(CP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)([C][O])([C][O])[C][O]
142	Fe	[HFe(CO)3(dppe)]+	3.2	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r 	https://doi.org/10.1021/ar00050a001	"8605 	 1951 	 53"	298		142	[Fe]1(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)([C][O])([C][O])[C][O]	[FeH]1(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)([C][O])([C][O])[C][O]
143	Fe	[HFe(CO)3(PPh2Me)2]+	0.1	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r 	https://doi.org/10.1021/ja9441930	"8605 	 1951 	 937"	298		143	[Fe](P(c1ccccc1)(c1ccccc1)C)(P(c1ccccc1)(c1ccccc1)C)([C][O])([C][O])[C][O]	[FeH](P(c1ccccc1)(c1ccccc1)C)(P(c1ccccc1)(c1ccccc1)C)([C][O])([C][O])[C][O]
144	Fe	[HFe(CO)3(PPhMe2)2]+	2.1	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r 	https://doi.org/10.1021/ja9441930	"8605 	 1951 	 937"	298		144	[Fe](P(c1ccccc1)(C)C)(P(c1ccccc1)(C)C)([C][O])([C][O])[C][O]	[FeH](P(c1ccccc1)(C)C)(P(c1ccccc1)(C)C)([C][O])([C][O])[C][O]
145	Ru	[(H2)Ru(PPh3)(tacn)]+2	4.5	CH2Cl2	RuHCl(dppe)2	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1002/chem.200601484	https://doi.org/10.1021/om9710374	"8605 	 3802 	 2056"	298		145	[RuH]1([N@H]2CC[N@@H]1CCNCC2)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1	[RuH].N1CCNCCNCC1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.[H]
146	Ru	[(H2)CpRu(CO)(PCy3)]+	11	CH2Cl2	(CF3)3COH	https://doi.org/10.1021/acs.chemrev.5b00695 	"https://doi.org/10.1002/1099-0682(200107)2001:7<1753::AID-EJIC1753>3.0.CO	2-H"		"8605 	 1759"	T = 200 K 	pKa DMSO but reaction done in lower dielectric constant solvent	146	[RuH]([C@H]1C=CC=C1)[C][O].P(C1CCCCC1)(C1CCCCC1)C1CCCCC1	[RuH2]1([C@@H]2C=C[C@H]1[CH]2)[C][O].P(C1CCCCC1)(C1CCCCC1)C1CCCCC1Here I used CH2Cl2 in xtb
147	Fe	[(H2)Fe(CNH)(depe)2]+2	2.7	CH2Cl2	PPh3	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r	https://doi.org/10.1039/A906717E	"8605 	 1955 	 4481"	298		147	[FeH]12([C][NH])(P(CCP1(CC)CC)(CC)CC)P(CCP2(CC)CC)(CC)CC	[FeH].[C][NH].P(CCP(CC)CC)(CC)CC.P(CCP(CC)CC)(CC)CC.[H]
148	Os	[(H2)2Os(NHC-C6H4)(PiPr3)2]+	3.5	acetone	acetone	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om501275c		"8605 	 782"	298		148	[OsH3]1(P(C(C)C)(C(C)C)C(C)C)c2ccccc2N2[C@@H]1N(C)c1c2cccc1.P(C(C)C)(C(C)C)C(C)C	[OsH4]1c2ccccc2N2[C@H]1N(C)c1c2cccc1.P(C(C)C)(C(C)C)C(C)C.P(C(C)C)(C(C)C)C(C)C
149	Os	[(H2)Os(CH3CN)(dppe)2]+2	-2	CH2Cl2	diethylether	https://doi.org/10.1021/acs.chemrev.5b00695 	 https://doi.org/10.1002/chem.200601484		"8605 	 3802"	298		149	[OsH]12(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(P(CCP2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)[N][C]C	[OsH2]1(P(CCP(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)(P(CCP1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)[N][C]C
150	Os	[HCpOs(Cl)(PPh3)2]+	1.2	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r 	https://doi.org/10.1021/ja9441930	"8605 	 1952 	 937"	298		150	[Os]1([C@@H]2C=C[C@H]1[CH]2)(P(c1ccccc1)(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1.[Cl]	[OsH][C@H]1C=CC=C1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.[Cl]
151	Os	[HOs(CO)(PiPr)(HBPz3)]+	9.3	CD2Cl2	PPh3	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/om970407l		"8605 	 4466"	T = 213 K		151	[RuH]12(N3C=CCN3[B@@H](N3N1C=CC3)N1N2C=CC1)([C][O])P(C(C)C)(C(C)C)C(C)C	[RuH].n1cccn1[BH](n1nccc1)n1nccc1.[C]=O.P(C(C)C)(C(C)C)C(C)C.[H]
152	Fe	HCpFe(CO)(SiCl3)2	2.6	acetonitrile	acetonitrile	https://doi.org/10.1021/acs.chemrev.5b00695 	https://pubs.acs.org/doi/pdf/10.1021/ic50100a012		"8605 	 1162"	298		152	[Fe]1([C][O])[C@@H]2C=C[C@H]1[CH]2.[Si](Cl)(Cl)Cl.[Si](Cl)(Cl)Cl	[FeH]([C][O])[C@H]1C=CC=C1.[Si](Cl)(Cl)Cl.[Si](Cl)(Cl)Cl
153	Fe	[HFe(CO)3(dmpm)]+	7.1	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r	https://doi.org/10.1021/ar00050a001	"8606 	 1951 	 53"	298		153	[Fe]1(P(CP1(C)C)(C)C)([C][O])([C][O])[C][O]	[FeH]1(P(CP1(C)C)(C)C)([C][O])([C][O])[C][O]
154	Fe	[HFe(CO)3(dcpe)]+	6.1	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r	https://doi.org/10.1021/ar00050a001	"8606 	 1951 	 53"	298		154	[Fe]1([C][O])([C][O])([C][O])P(CCP1(C1CCCCC1)C1CCCCC1)(C1CCCCC1)C1CCCCC1	[FeH]1([C][O])([C][O])([C][O])P(CCP1(C1CCCCC1)C1CCCCC1)(C1CCCCC1)C1CCCCC1
155	Fe	[HFe(CO)3(PCy3)2]+	"0.85 	 2.8"	CH2Cl2	"PEtPh2 	 PPh3"	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1002/chem.200601484		"8606 	 3801"	298		155	[Fe]([C][O])([C][O])([C][O])(P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)P(C1CCCCC1)(C1CCCCC1)C1CCCCC1	[FeH]([C][O])([C][O])([C][O])(P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)P(C1CCCCC1)(C1CCCCC1)C1CCCCC1
156	Fe	[HFe(CO)3(PMe3)2]+	3.2	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r 	https://doi.org/10.1021/ja9441930	"8606 	 1952 	 937"	298		156	[Fe]([C][O])([C][O])([C][O])(P(C)(C)C)P(C)(C)C	[FeH]([C][O])([C][O])([C][O])(P(C)(C)C)P(C)(C)C
157	Ru	[(H2)RuCl(PPh3)(P-py-P)]+	5.1	CH2Cl2	[HPtol3]BF4	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1002/chem.200601484	https://doi.org/10.1021/om970207+	"8606 	 3802 	 3946"	298		157	[RuH]12(N3C(=CCC=C3CP1(c1ccccc1)c1ccccc1)CP2(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)Cl	[RuH2]12(N3C(=CCC=C3CP1(c1ccccc1)c1ccccc1)CP2(c1ccccc1)c1ccccc1)P(c1ccccc1)(c1ccccc1)c1ccccc1.[Cl]
158	Os	[(H2)Os(Cl)(PPh3)(P-py-P)]+	7.5	CH2Cl2	RuH(Cp)(PPh3)2	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1016/S0010-8545(99)00066-1	https://doi.org/10.1021/om970207+	"8606 	 94 	 3946"	298		158	N12C3=CCC=C1CP(c1ccccc1)(c1ccccc1)[OsH]2(P(C3)(c1ccccc1)c1ccccc1)(P(c1ccccc1)(c1ccccc1)c1ccccc1)Cl	N12C(=CCC=C1CP(c1ccccc1)c1ccccc1)CP(c1ccccc1)(c1ccccc1)[OsH2]2(P(c1ccccc1)(c1ccccc1)c1ccccc1)Cl
159	Fe	[HFe(Py2Tstacn)]+2	1.8	acetonitrile/H2O	Warning DFT calculated' H2O	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1002/chem.201303317		"8606 	 6180"	298		159	[Fe]1234[N@@]5(CCN(CC[N@]1(CC5)CC1=CCC=CN31)[S@]([O])(O4)c1ccc(cc1)C)CC1=CCC=CN21	[FeH]1234[N@@]5(CCN(CC[N@]1(CC5)CC1=CCC=CN31)[S@]([O])(O4)c1ccc(cc1)C)CC1=CCC=CN21
160	Ru	[(H2)CpRu(dtfpe)]+	4.3	CH2Cl2	[HPtol3]BF4	https://doi.org/10.1021/acs.chemrev.5b00695 	https://pubs.acs.org/doi/pdf/10.1021/ic00004a001		"8606 	 594"	298		160	[RuH][C@H]1C=CC=C1.P(CCP(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F	[RuH2][C@@H]1[CH]C=C[CH]1.P(CCP(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F
161	Ru	[H2CpRu(dtfpe)]+	4.4	CH2Cl2	[HPtol3]BF4	https://doi.org/10.1021/acs.chemrev.5b00695 	https://pubs.acs.org/doi/pdf/10.1021/ic00004a001		"8606 	 594"	298		161	[RuH][C@@H]1C=CC=C1.P(CCP(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F	[RuH2][C@@H]1C=CC=C1.P(CCP(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F
162	Ru	[HCp*2Ru]+	0.8	DCE	Estimated using enthalpy of protonation (ref of enthalpy: CF3SO3H)	https://doi.org/10.1021/acs.chemrev.5b00695 	https://doi.org/10.1021/ja410718r	https://doi.org/10.1021/ar00050a001	"8606 	 1951 	 53"	298		162	[Ru]([C@@]1(C(=C(C(=C1C)C)C)C)C)[C@@]1(C(=C(C(=C1C)C)C)C)C	[RuH]([C@@]1(C(=C(C(=C1C)C)C)C)C)[C@]1(C(=C(C(=C1C)C)C)C)C
163	Os	[HCp*2Os]+	9.9	acetonitrile	[NH3Ph]BF4	https://doi.org/10.1021/acs.chemrev.5b00695 	http://actachemscand.org/pdf/acta_vol_49_p0632-0635.pdf		"8606 	 633"	298		163	[C@]1(C(=C(C(=C1C)C)C)C)(C)[Os][C@@]1(C(=C(C(=C1C)C)C)C)C	C1(=C([C@@](C(=C1C)C)(C)[OsH][C@]1(C(=C(C(=C1C)C)C)C)C)C)C
164	Fe	[(H2)HFe(dtfpe)2]+	7.8	THF	OsH2(dtfpe)2	https://doi.org/10.1021/acs.chemrev.5b00695 	"
https://doi.org/10.1021/ja994428d"	https://doi.org/10.1021/ja00087a024	"8606 	 9164 	 3383"	298		164	P1(CCP(c2ccc(cc2)C(F)(F)F)(c2ccc(cc2)C(F)(F)F)[FeH2]21P(CCP2(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F	P1(CCP(c2ccc(cc2)C(F)(F)F)(c2ccc(cc2)C(F)(F)F)[FeH2]21P(CCP2(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F
165	Ru	[(H2)HRu(dtfpe)2]+	9	THF	RuH(Cp)(PPh3)2	https://doi.org/10.1021/acs.chemrev.5b00695 	"
https://doi.org/10.1021/ja994428d"	https://doi.org/10.1021/ja00087a024	"8606 	 9164 	 3383"	298		165	P1(CCP(c2ccc(cc2)C(F)(F)F)(c2ccc(cc2)C(F)(F)F)[RuH2]21P(CCP2(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F 	P1(CCP(c2ccc(cc2)C(F)(F)F)(c2ccc(cc2)C(F)(F)F)[RuH2]21P(CCP2(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F
